example_id,beatmap_id,beatmap_hash,beatmap_path,beatmap_name,replay_path,accuracy,split
RaidEZZ - Dragon Guardian - Tenkai e no Kippu [Before the Finale] (2023-11-02) Osu,2345714,827257ccfadb822afcfbb687e68e1c58,/home/amine/PycharmProjects/osunator/maps/downloaded/2345714.osu,Dragon Guardian - Tenkai e no Kippu [Before the Finale],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Dragon Guardian - Tenkai e no Kippu [Before the Finale] (2023-11-02) Osu.osr,97.71205357142857,test
RaidEZZ - GLORYHAMMER - Infernus Ad Astra  Rise Of The Chaos Wizards [1992 The Astral Age of Triton and Zargothrax] (2023-11-05) Osu,3310074,272fae612ce6f843eac56bba12be6486,/home/amine/PycharmProjects/osunator/maps/downloaded/3310074.osu,GLORYHAMMER - Infernus Ad Astra / Rise Of The Chaos Wizards [1992: The Astral Age of Triton and Zargothrax],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - GLORYHAMMER - Infernus Ad Astra  Rise Of The Chaos Wizards [1992 The Astral Age of Triton and Zargothrax] (2023-11-05) Osu.osr,97.36065828287533,train
RaidEZZ - Green Day - Bang Bang [Mommy's Little Soldier] (2023-12-27) Osu,1141858,64ccc9977acb3c27959e6f37a5ae797a,/home/amine/PycharmProjects/osunator/maps/downloaded/1141858.osu,Green Day - Bang Bang [Mommy's Little Soldier],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Green Day - Bang Bang [Mommy's Little Soldier] (2023-12-27) Osu.osr,98.79142300194933,train
RaidEZZ - Kaatarakt - Sunless Dawn [Ozurie] (2023-10-28) Osu,3647082,ded9924de67feebc501b1cd5de6715a3,/home/amine/PycharmProjects/osunator/maps/downloaded/3647082.osu,Kaatarakt - Sunless Dawn [Ozurie],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Kaatarakt - Sunless Dawn [Ozurie] (2023-10-28) Osu.osr,98.3865763149403,train
RaidEZZ - Rhapsody Of Fire - Master Of Peace [Nephilim] (2023-10-21) Osu,1997892,60507e1e025ce90f0d6585dcf6b0b63d,/home/amine/PycharmProjects/osunator/maps/downloaded/1997892.osu,Rhapsody Of Fire - Master Of Peace [Nephilim],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Rhapsody Of Fire - Master Of Peace [Nephilim] (2023-10-21) Osu.osr,98.3733915999029,train
RaidEZZ - Seishun Buta Yarou Cast - Fukashigi no Karte (K@keru Bootleg Remix) [Adolescence Syndrome] (2024-01-08) Osu,3854580,9490a21a3e3ee5ed4ccd48bb1b374876,/home/amine/PycharmProjects/osunator/maps/downloaded/3854580.osu,Seishun Buta Yarou Cast - Fukashigi no Karte (K@keru Bootleg Remix) [Adolescence Syndrome],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - Seishun Buta Yarou Cast - Fukashigi no Karte (K@keru Bootleg Remix) [Adolescence Syndrome] (2024-01-08) Osu.osr,96.44607843137254,train
RaidEZZ - TUYU - Anoyo-iki no Bus ni Notte Saraba. [Yandere] (2023-10-28) Osu,2240526,928dbd10f60a56b0094a339e25c4d0d8,/home/amine/PycharmProjects/osunator/maps/downloaded/2240526.osu,TUYU - Anoyo-iki no Bus ni Notte Saraba. [Yandere],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - TUYU - Anoyo-iki no Bus ni Notte Saraba. [Yandere] (2023-10-28) Osu.osr,97.01125175808721,train
RaidEZZ - xi - Ascension to Heaven [FINAL DIMENSION] (2023-10-31) Osu,2026805,78633b39a5cce74e563ecbc05c7ade8a,/home/amine/PycharmProjects/osunator/maps/downloaded/2026805.osu,xi - Ascension to Heaven [FINAL DIMENSION],/home/amine/PycharmProjects/osunator/replays/suitable/RaidEZZ - xi - Ascension to Heaven [FINAL DIMENSION] (2023-10-31) Osu.osr,99.14445541296479,train
"SWEDENTRUCKER13 - Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind] (2024-02-29) Osu",1949106,1ff6975c142ac59e4731cb09f5d46bcc,/home/amine/PycharmProjects/osunator/maps/downloaded/1949106.osu,"Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind]","/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Aether Realm - The Sun, The Moon, The Star [Mourning Those Things I've Long Left Behind] (2024-02-29) Osu.osr",98.37101585806249,test
"SWEDENTRUCKER13 - Foreground Eclipse - Truths, Ironies, The Secret Lyrics [Don't Stop 'Cause This Party's All We've Got] (2024-03-25) Osu",1985735,2f20ccec01ed90857438e111b5bdcba7,/home/amine/PycharmProjects/osunator/maps/downloaded/1985735.osu,"Foreground Eclipse - Truths, Ironies, The Secret Lyrics [Don't Stop 'Cause This Party's All We've Got]","/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Foreground Eclipse - Truths, Ironies, The Secret Lyrics [Don't Stop 'Cause This Party's All We've Got] (2024-03-25) Osu.osr",95.81575246132208,train
SWEDENTRUCKER13 - Hakushi Hasegawa - Watashi o Mite [Loogame] (2024-05-10) Osu,3467317,dc768a834d8a2765d5b25577c89a5c0c,/home/amine/PycharmProjects/osunator/maps/downloaded/3467317.osu,Hakushi Hasegawa - Watashi o Mite [Loogame],/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Hakushi Hasegawa - Watashi o Mite [Loogame] (2024-05-10) Osu.osr,95.0530035335689,train
"SWEDENTRUCKER13 - Ne Obliviscaris - Devour Me, Colossus (Part I) Blackholes [Flesh to Flowers, Blood to Rivers] (2024-04-05) Osu",2648218,2e9c398cb10f503cb1110f2d324e0e33,/home/amine/PycharmProjects/osunator/maps/downloaded/2648218.osu,"Ne Obliviscaris - Devour Me, Colossus (Part I): Blackholes [Flesh to Flowers, Blood to Rivers]","/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Ne Obliviscaris - Devour Me, Colossus (Part I) Blackholes [Flesh to Flowers, Blood to Rivers] (2024-04-05) Osu.osr",96.32977266502328,train
SWEDENTRUCKER13 - Release hallucination - Chronostasis [Illusions] (2024-05-11) Osu-1,1222063,4818f5145f113462743abaedcaaa2fec,/home/amine/PycharmProjects/osunator/maps/downloaded/1222063.osu,Release hallucination - Chronostasis [Illusions],/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Release hallucination - Chronostasis [Illusions] (2024-05-11) Osu-1.osr,99.87313669521092,train
"SWEDENTRUCKER13 - Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore] (2024-04-23) Osu",3946158,d93a45f81500f9472c9de498d84a9491,/home/amine/PycharmProjects/osunator/maps/downloaded/3946158.osu,"Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore]","/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore] (2024-04-23) Osu.osr",96.79813401187447,train
"SWEDENTRUCKER13 - Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore] (2024-05-08) Osu",3946158,d93a45f81500f9472c9de498d84a9491,/home/amine/PycharmProjects/osunator/maps/downloaded/3946158.osu,"Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore]","/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Twilight Force - Valley of the Vale [Ascending from Fallen Elegance, the Reign of the Kingdom Roams Free Forevermore] (2024-05-08) Osu.osr",98.68084268556802,train
SWEDENTRUCKER13 - Veil Of Maya - Mikasa [Collab Bestowed] (2024-03-09) Osu,2932491,fb9327b6d981d9b3eed6940c7a61a34e,/home/amine/PycharmProjects/osunator/maps/downloaded/2932491.osu,Veil Of Maya - Mikasa [Collab Bestowed],/home/amine/PycharmProjects/osunator/replays/suitable/SWEDENTRUCKER13 - Veil Of Maya - Mikasa [Collab Bestowed] (2024-03-09) Osu.osr,99.22549895740244,train
